f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,labels
96.111,97.778,98.889,98.611,98.611,97.222,60.833,97.5,98.889,98.889,99.167,97.5,97.5,71.944,94.167,98.056,98.333,97.778,96.667,69.722,60,57.5,77.222,96.944,95.556,75.556,66.667,55.278,54.167,86.389,97.5,97.5,84.444,66.944,52.5,50.556,96.667,97.778,98.333,98.056,95.556,48.889,37.222,97.222,98.333,98.333,98.333,97.222,36.389,E
36.667,53.889,96.389,98.056,97.778,94.167,41.667,50.833,96.111,98.611,97.222,98.056,97.5,93.333,96.111,98.056,98.889,98.611,96.944,97.222,75,96.944,97.778,97.5,98.611,96.389,70.278,60.556,97.778,96.111,97.222,97.778,74.722,65.833,52.5,97.778,97.222,97.222,97.5,78.611,65.278,46.944,94.167,98.333,98.333,98.056,98.333,93.889,37.222,F
37.222,46.944,91.111,66.944,52.5,46.111,42.5,45.278,56.389,95.278,79.167,62.778,55.833,46.667,54.722,65.556,92.778,95,71.667,71.389,95,71.667,73.056,84.722,98.611,80.556,98.333,96.667,97.5,83.333,84.722,98.889,97.778,97.778,95,96.667,98.333,88.056,90.833,98.611,96.944,45.556,44.167,96.389,97.778,98.056,96.389,41.667,33.889,G
58.333,96.111,98.333,97.778,95.556,48.056,36.944,96.667,98.889,97.778,98.889,96.944,63.611,46.111,96.111,98.333,98.056,98.611,98.611,97.5,95.833,43.056,52.222,59.722,95,70.278,95,64.722,37.222,42.778,49.167,52.778,58.889,76.111,60.278,33.611,37.5,43.056,46.389,51.111,59.722,88.889,29.167,33.333,37.222,39.444,44.167,49.444,92.222,H
89.444,55.556,49.444,45.833,41.111,37.778,32.222,90.556,63.889,57.778,54.167,49.167,44.167,37.778,92.5,68.333,63.889,61.111,58.056,56.111,51.667,95.556,75,98.889,99.444,98.333,98.056,97.222,96.667,90.278,97.222,71.667,59.722,53.889,45.278,96.111,93.611,97.222,63.889,50,43.889,38.056,95.556,94.167,92.5,46.389,42.222,37.5,32.222,I
36.667,45.556,67.778,94.167,95.833,44.444,35.278,43.056,54.444,68.889,79.167,87.778,95,46.667,50,68.889,75.278,80.833,85.278,88.056,95.278,96.111,97.778,97.778,86.389,87.5,89.167,96.944,96.667,81.389,85.556,99.444,90.556,89.444,97.222,61.389,70.278,83.889,97.222,94.722,97.222,64.444,41.111,57.222,96.111,97.5,96.111,45.833,36.111,J
40.833,86.944,97.778,98.333,98.056,95.278,41.111,51.389,96.944,98.889,98.333,98.889,98.333,96.111,95.833,98.056,98.889,99.167,98.889,98.056,96.944,96.667,98.333,98.333,99.444,97.778,98.056,96.111,96.667,98.333,98.611,99.444,97.778,97.778,95.833,96.944,97.778,98.889,98.611,98.333,97.5,70,77.5,98.056,98.333,98.333,98.056,67.778,37.778,A
96.667,97.5,96.944,60,42.5,37.778,32.778,71.944,81.111,97.778,97.778,94.722,45.278,38.056,56.944,70,78.056,83.333,96.667,93.611,44.722,53.056,68.333,79.167,85,89.722,96.389,77.5,51.667,88.611,98.056,98.889,98.333,98.889,97.778,48.056,97.222,98.333,98.333,98.889,97.778,63.056,36.667,96.667,97.778,98.333,97.5,64.722,37.778,B
74.444,81.389,94.722,41.111,36.111,32.222,30,60,73.611,80,56.667,43.056,36.667,33.333,61.944,72.222,93.333,59.722,48.889,42.222,37.5,70.833,95,75.278,62.5,54.444,47.5,40.278,93.889,81.111,73.889,65.833,58.889,51.389,43.611,47.5,93.611,97.5,96.389,66.111,57.5,49.444,35.833,41.389,45.833,47.778,50.833,78.611,76.389,C
64.167,60.278,59.167,61.944,96.389,97.5,94.444,71.111,67.222,67.5,71.389,95.833,97.5,96.944,75,73.889,73.611,78.056,90,95,96.111,45.278,78.611,77.5,81.667,85.556,92.5,96.111,40.556,90,80.833,84.444,84.167,88.056,91.944,33.889,44.722,82.778,83.056,86.667,90,94.167,30.278,33.889,54.722,97.222,89.167,96.944,43.333,D
97.5,98.333,97.778,97.5,48.889,36.389,31.667,97.778,96.389,96.667,97.778,57.778,43.889,36.111,97.222,97.5,97.5,97.222,61.111,50.278,41.111,54.444,78.333,96.944,96.111,68.611,56.111,46.944,45.833,92.778,98.056,98.056,97.222,96.667,51.667,37.778,66.667,97.222,97.778,97.778,98.333,95.556,30.833,36.389,76.667,98.056,98.056,98.056,97.778,E
38.889,95.556,98.333,98.333,97.222,96.944,70.278,93.889,98.333,97.222,96.389,97.222,90,60,95.278,95.556,97.5,98.056,94.167,70.556,56.667,97.778,98.333,97.778,98.889,96.944,80.556,56.944,96.667,97.222,98.056,98.056,97.222,97.222,75.833,96.111,97.222,98.889,98.056,97.778,96.944,63.333,91.389,98.333,97.778,97.778,97.778,63.611,31.944,F
36.111,44.167,96.111,96.667,61.944,43.889,35.556,42.5,54.722,96.667,96.389,95.556,56.944,43.611,47.778,66.389,91.944,90.833,92.5,97.778,95.833,55.556,67.778,81.389,88.889,91.389,95.556,96.667,67.5,73.611,80,86.667,88.611,94.444,95.278,96.389,84.444,85.556,86.667,89.722,90.556,95,43.333,59.167,96.944,98.056,98.056,96.389,43.889,G
95,97.778,97.778,95.278,43.333,36.111,31.111,97.778,97.222,96.667,97.222,50.833,41.944,35.556,97.5,97.778,97.778,91.389,77.5,46.944,40.556,47.5,53.611,60,66.944,87.778,50,43.333,40,45,51.389,58.889,87.778,53.889,46.944,33.611,38.333,44.444,50.278,88.889,59.167,51.111,30.278,35,37.222,41.111,48.611,78.056,60.278,H
85.833,94.167,58.889,47.5,42.5,37.778,32.222,92.778,76.111,64.722,55.278,50.278,43.611,37.222,95,75,69.167,63.333,57.778,51.667,43.889,93.333,77.222,72.778,69.167,64.444,61.944,59.167,97.5,88.056,98.056,95,63.333,56.111,50,89.167,95.278,96.667,64.722,51.667,45.556,39.444,97.222,97.778,95,47.5,43.056,38.889,33.333,I
34.722,42.222,51.389,84.722,95,76.944,36.389,40.833,50,59.167,70.278,82.5,88.611,89.722,48.333,59.444,66.944,75.278,81.111,85.278,88.056,96.667,94.444,97.222,84.167,84.444,86.111,87.778,97.222,82.778,88.333,92.5,89.444,87.778,64.722,61.944,77.778,88.611,94.722,96.389,47.222,38.056,45.278,91.944,95.278,53.889,43.333,38.056,32.5,J
38.333,95,91.389,98.333,97.222,97.222,43.889,86.389,95,93.889,97.778,98.889,97.222,96.667,95.833,94.444,97.222,99.444,96.944,98.333,96.389,94.444,96.389,96.667,98.611,97.778,97.778,94.444,95.556,96.667,98.333,98.333,97.778,97.222,63.056,96.389,98.056,97.5,98.889,96.667,64.167,38.333,94.167,97.778,98.056,96.944,58.333,38.889,33.056,A
95.833,94.167,51.111,46.389,42.778,38.611,33.056,64.722,78.333,96.389,94.444,50,45.556,39.167,62.778,72.5,79.167,89.167,95.833,79.167,49.444,64.722,75,85.278,88.056,96.944,97.778,73.056,95,98.333,98.889,98.611,98.889,97.778,57.222,97.222,98.611,98.056,98.889,98.333,92.5,40.833,80,97.778,98.333,97.5,69.167,37.778,33.056,B
95.556,97.222,94.444,41.111,36.944,33.333,30,62.222,76.389,81.667,93.333,41.667,37.222,33.611,59.167,71.944,78.611,92.222,51.111,41.944,35.833,63.056,73.333,93.889,91.944,56.667,47.778,40.556,86.111,96.111,86.111,71.667,60.833,53.333,44.444,96.944,95.278,83.056,73.889,65.556,58.333,49.722,41.111,46.667,51.944,53.333,57.778,94.167,61.111,C
72.222,92.222,60,56.667,55.833,96.111,56.944,52.222,75,69.722,68.056,71.944,96.944,95.278,45.833,54.722,75,76.389,80.556,94.444,95.556,40.556,47.778,76.111,81.667,83.056,95.556,95.278,36.944,43.056,50.556,85,85,91.389,96.111,33.333,38.333,43.889,91.667,87.5,91.667,90.833,30.833,33.889,38.333,43.889,88.333,90.556,48.611,D
97.222,98.889,98.889,98.889,98.611,97.5,50.556,97.5,98.889,98.889,99.167,98.333,98.056,93.889,81.667,98.056,98.333,98.333,98.333,93.889,64.722,95,98.056,98.333,97.778,93.889,71.667,61.111,97.778,98.889,98.333,98.889,98.056,81.111,60.833,97.222,98.611,98.889,98.889,98.333,97.778,93.056,80.833,97.778,98.889,98.889,98.889,98.333,95.833,E
41.389,96.111,97.778,98.056,96.944,48.611,38.611,86.389,97.5,98.056,97.778,98.333,95.556,46.944,96.111,98.333,98.889,97.778,98.611,97.778,94.444,97.778,98.611,98.333,99.444,90.556,91.667,96.667,96.667,97.778,96.944,92.222,86.667,83.056,97.5,97.222,97.222,96.389,96.389,93.333,74.167,50,97.5,98.611,98.333,98.889,97.778,64.722,38.333,F
35.556,42.222,52.222,96.389,90.556,48.056,38.056,42.5,50,94.444,97.222,95.278,61.944,52.5,50,59.444,97.222,97.222,96.389,98.333,96.389,63.889,70.833,88.056,94.444,95.278,96.944,96.667,83.333,80.556,86.389,90.556,93.056,97.778,93.333,88.611,86.944,88.333,91.667,92.222,97.222,53.611,97.222,98.056,98.333,98.611,94.444,44.167,32.778,G
33.611,39.444,46.944,96.944,97.778,98.333,97.5,41.111,87.778,98.056,97.5,97.778,98.333,92.778,94.722,98.333,98.611,98.333,98.333,95.278,46.389,97.778,98.889,97.778,98.611,96.389,49.167,41.667,69.444,75.833,82.778,96.389,52.778,43.889,38.333,55,70.278,93.056,60,44.167,38.333,34.722,43.889,85.833,71.667,43.889,37.778,34.167,30.278,H
66.944,53.333,48.056,45.556,41.111,37.778,31.667,69.722,61.944,55.833,53.333,48.611,44.444,36.944,72.222,67.778,62.222,60.556,56.944,55,49.444,75.833,73.333,98.333,98.889,97.5,66.389,69.167,80.556,83.611,96.111,67.222,57.222,51.111,43.889,92.778,88.889,96.389,56.944,49.167,43.333,37.5,93.611,91.111,90.556,46.944,41.944,37.222,31.944,I
36.944,46.111,68.056,86.111,95.278,44.167,35,43.611,53.889,67.5,77.5,83.889,91.111,62.222,50.278,62.5,71.944,79.444,83.333,86.111,94.167,96.111,97.778,97.778,86.111,85.833,88.889,88.889,96.667,97.778,81.944,97.778,91.944,89.722,95.278,60,65.278,74.722,95.556,95,96.667,44.722,40.556,51.111,75.556,95.833,93.056,42.222,34.722,J
39.167,58.333,97.5,98.333,98.056,96.944,46.667,88.056,97.5,98.889,97.5,98.889,97.5,95,96.389,98.333,98.333,99.444,97.5,98.333,96.667,96.111,98.333,97.222,99.444,97.222,98.333,96.111,96.389,98.333,97.5,98.611,97.778,97.778,94.444,96.944,98.056,98.333,98.611,98.056,96.111,42.778,77.778,97.778,98.333,97.778,93.889,41.944,33.889,A
95,56.667,47.778,42.778,37.778,33.889,30.278,55.278,95.278,96.667,56.111,45.278,38.889,34.167,50,59.722,69.444,80.556,96.111,55.833,37.5,45.278,54.722,66.944,78.611,85.556,92.222,49.167,40.556,51.111,86.944,97.5,97.778,91.667,96.667,34.722,41.667,96.111,98.333,97.778,97.778,97.778,30,33.333,43.611,96.667,98.056,98.056,96.389,B
63.611,96.944,97.5,93.611,37.222,33.333,30.278,58.611,70.556,80.278,84.722,89.444,39.167,33.611,60,70.278,78.333,83.333,89.444,46.389,38.333,65.833,76.111,95.833,81.667,65.556,53.056,43.056,97.222,97.5,87.222,75.278,66.667,57.222,47.222,43.889,50,53.611,96.111,93.333,61.389,52.222,34.722,41.111,45.278,47.778,52.778,95.556,64.444,C
83.611,62.778,52.778,47.222,43.611,35.833,30.278,80.833,69.444,61.667,56.944,53.333,49.167,33.611,80,74.722,71.111,71.667,97.5,97.222,77.222,81.111,78.333,77.222,82.5,95,96.389,94.722,83.056,81.944,81.667,87.778,90,96.111,95,84.167,84.444,84.444,88.889,89.722,94.167,95.556,45.278,87.5,89.444,90,92.5,96.944,49.167,D
96.944,98.056,98.333,98.333,95.556,53.611,44.444,97.778,98.889,98.333,99.444,97.778,98.333,97.222,96.667,97.778,98.333,98.056,93.056,66.389,57.778,94.722,97.778,98.056,96.111,70.556,60,49.722,97.778,98.333,98.333,97.778,73.611,54.444,43.333,97.778,97.222,97.778,98.333,94.444,48.056,37.778,80,97.222,98.333,97.778,93.056,37.778,32.5,E
74.167,97.5,98.333,98.056,96.944,52.5,38.056,95.556,98.333,98.889,97.778,98.611,97.5,79.167,97.5,98.889,98.333,98.889,97.222,96.667,68.056,96.667,98.056,97.222,93.056,79.167,70.278,58.056,96.667,98.333,97.5,92.222,83.333,71.389,52.778,96.667,98.333,98.611,98.056,98.333,96.111,43.889,43.611,97.222,98.056,97.778,96.111,43.611,31.944,F
40.833,47.778,57.778,95,56.944,43.333,34.722,55.556,60,79.444,95.556,68.889,58.056,41.944,76.944,72.5,78.611,90.833,97.778,97.778,93.611,85,80.278,82.222,89.444,97.5,97.5,96.389,92.5,85.278,85.556,88.611,97.5,97.5,96.111,43.333,90.278,87.5,89.722,91.944,95,96.389,33.889,44.444,96.944,90.833,92.222,94.167,67.778,G
95.556,98.056,98.889,98.611,98.889,98.333,97.222,97.222,98.889,98.333,98.889,97.778,97.778,92.5,96.667,98.333,98.333,98.611,98.333,95.278,57.222,45.278,54.167,60,65.833,72.5,93.333,53.056,38.611,46.111,50.833,57.778,75.278,89.167,51.944,34.167,40.278,44.167,50,60.556,89.167,49.722,30.833,35.278,37.778,42.5,48.889,92.778,46.667,H
84.167,64.444,50.278,46.111,42.222,37.5,31.944,62.778,66.389,57.222,52.222,46.667,43.056,36.944,55,90,64.167,60,54.722,51.667,46.111,51.667,95.556,98.333,98.889,98.333,98.333,97.778,48.611,95.556,97.222,96.667,67.5,58.611,52.222,44.167,91.944,96.111,96.111,54.722,47.5,39.444,37.222,77.222,96.389,63.889,44.722,40,34.167,I
33.333,40.556,82.5,63.889,48.333,36.111,30.833,41.111,51.389,95.278,97.5,94.167,77.222,38.333,45.556,56.944,76.667,86.667,89.722,90.833,44.167,53.056,66.944,75.556,83.333,88.889,90.833,90.278,96.667,97.5,96.944,93.056,89.722,91.389,91.944,97.778,97.778,97.778,71.111,97.5,93.333,93.056,96.667,98.333,57.222,57.222,58.611,97.778,95,J
47.778,96.944,98.333,98.611,98.889,98.333,96.111,96.111,97.778,97.778,99.444,98.333,98.333,97.222,91.667,97.778,97.778,98.333,98.889,97.222,96.667,95,97.222,98.889,96.667,97.222,97.5,90,97.222,98.889,97.222,98.889,97.222,95,39.444,97.778,98.056,98.056,98.056,70,41.389,34.444,96.111,97.5,96.111,53.611,40.556,35,30.833,A
96.667,96.389,56.111,44.167,39.722,35.556,30.556,63.889,74.444,82.5,95.556,50.278,41.111,35,59.444,70,77.5,83.056,93.889,79.167,40.556,58.333,71.111,79.722,83.611,86.944,93.611,92.778,65,89.167,98.333,98.889,98.611,98.333,97.222,94.444,98.056,98.889,98.056,98.889,97.778,70.556,54.722,97.778,98.056,98.333,98.056,68.333,35.833,B
76.667,81.111,84.444,86.389,96.944,96.667,46.944,64.167,74.444,81.111,85,87.5,89.167,95.278,62.5,73.333,80.556,84.444,87.5,93.889,94.444,66.667,78.333,82.778,86.389,96.389,80.556,62.5,96.667,97.778,97.778,91.111,80,71.944,61.944,41.111,50,53.056,79.167,96.389,80,63.889,32.778,39.444,44.444,47.222,50.833,93.056,93.056,C
34.167,41.667,91.667,85,75.556,52.5,39.444,42.5,88.889,87.778,82.5,72.5,57.5,46.111,93.889,91.389,90.278,88.611,96.111,96.111,52.222,92.222,91.667,92.778,99.167,97.222,96.944,95,92.778,93.889,96.111,99.444,96.667,96.667,95,93.889,95.833,96.111,97.5,96.944,96.667,93.333,93.333,98.333,98.333,97.222,97.5,92.778,37.778,D
96.944,98.333,97.778,94.167,53.056,46.667,39.444,97.778,98.333,97.778,97.778,66.944,59.167,52.778,97.222,97.778,98.333,97.778,82.5,76.667,67.5,61.111,95.556,97.222,95,80.556,71.944,58.333,58.056,96.389,93.889,94.444,97.222,80.833,54.722,63.889,97.222,92.222,93.333,95.556,96.667,52.222,35.556,95.278,83.889,93.333,97.5,93.056,35,E
42.222,96.111,97.778,97.5,77.778,40,33.889,92.222,98.333,98.056,97.778,97.778,62.222,39.444,97.222,98.333,98.889,98.889,96.944,90,50.556,96.667,98.056,96.944,89.444,86.111,83.333,95.556,97.222,97.222,95,92.778,87.778,78.056,66.667,97.5,98.333,96.389,98.333,97.778,93.611,54.722,96.667,98.333,98.611,98.611,97.778,68.889,36.111,F
33.333,40.278,43.889,50,61.389,89.167,41.944,39.722,47.778,52.778,58.333,90.833,68.611,50,51.944,57.222,61.111,65.278,95.833,97.222,90.556,97.778,71.111,69.167,84.444,98.889,98.333,97.222,97.222,81.944,76.667,82.778,97.5,98.333,96.667,96.111,85.833,83.333,85.556,92.778,96.944,95.556,43.056,94.167,98.056,98.333,97.778,96.111,43.611,G
93.889,96.111,97.778,96.667,93.056,36.667,31.667,97.778,98.333,97.778,98.056,91.389,45.833,36.389,96.111,96.389,95.278,95,89.167,56.944,40.556,96.111,95.833,96.667,98.611,71.389,93.333,45,42.222,53.333,55.556,59.167,62.778,78.056,48.333,35,40.556,47.222,49.722,53.056,62.5,51.111,30.556,34.722,40,41.944,45.833,50.833,74.444,H
61.389,54.167,51.389,51.111,47.222,43.889,36.389,69.722,64.167,61.667,97.778,97.778,98.056,96.944,76.389,73.889,96.389,68.333,64.444,61.111,57.5,88.056,84.167,69.444,61.667,57.222,51.389,44.444,91.111,87.5,66.389,56.111,50.556,44.167,38.611,63.056,89.444,62.778,50.833,45.833,39.444,34.722,41.944,95,51.389,43.611,39.444,35.278,30.833,I
46.944,65.833,83.056,96.389,55,42.778,35.556,51.111,63.889,74.722,80.833,85.556,89.722,50.833,54.444,66.944,74.444,81.111,84.444,86.944,90.556,66.111,73.611,78.056,83.056,84.444,87.5,88.056,97.222,98.056,98.611,87.222,87.222,87.222,64.722,53.611,58.889,63.611,96.111,92.778,92.5,42.5,40,45.833,53.056,75.833,93.889,42.778,35.278,J
40.556,96.667,97.778,98.333,98.056,80,50.278,92.778,98.333,98.611,98.056,98.889,98.333,96.667,96.944,98.333,98.889,99.444,98.056,97.778,96.111,97.222,98.333,98.333,99.444,97.778,98.333,96.111,97.222,98.333,98.333,99.444,97.778,97.778,95.833,96.944,98.056,98.889,98.333,98.889,97.778,94.444,77.778,98.056,98.333,98.333,98.056,68.333,37.778,A
97.222,97.778,93.611,45,39.722,35.556,31.111,64.167,83.611,81.944,96.944,56.944,41.389,35.556,57.778,69.167,78.056,85.556,93.889,93.056,40.833,55.278,68.056,83.889,87.778,91.389,94.444,93.056,54.722,95,98.333,98.889,98.333,98.889,97.778,63.889,97.222,98.889,98.333,98.889,97.222,95.556,36.944,97.222,98.056,98.333,98.333,93.889,39.722,B
46.389,96.111,98.056,95,93.889,93.333,96.389,53.056,81.667,88.611,90.833,91.667,91.944,95,58.611,71.667,82.5,87.5,90.556,91.944,65.556,72.5,77.778,82.778,86.667,79.167,64.722,53.333,97.778,98.333,68.611,97.222,73.611,61.944,51.111,44.167,51.111,55.278,60,91.667,60.278,47.222,34.444,41.944,45.278,50,75.833,89.444,41.111,C
67.5,58.889,56.667,59.167,96.944,93.056,34.167,75.556,67.778,68.333,76.667,96.944,97.222,90.556,79.167,74.722,76.111,82.5,96.667,97.222,95,80.556,79.722,80.833,86.667,97.222,96.389,95,88.333,84.167,84.722,86.111,91.389,96.389,96.389,65.833,86.389,87.222,89.444,92.5,94.167,96.111,34.167,77.222,89.444,89.722,92.5,94.444,64.167,D
37.5,57.222,97.778,98.889,98.333,98.611,96.944,91.667,97.778,98.889,98.333,98.889,97.222,96.389,97.222,98.333,98.333,98.611,97.778,96.944,73.611,97.5,98.611,98.611,98.889,98.056,93.889,68.056,69.444,97.5,98.333,97.778,95,74.722,53.889,52.5,94.444,98.333,98.333,97.5,97.5,51.667,40.556,96.667,98.056,98.333,97.778,96.111,33.056,E
36.944,58.333,96.667,98.333,97.5,80,37.5,53.333,97.5,98.889,98.333,98.611,96.944,51.944,95.556,97.778,98.056,98.333,96.944,77.778,54.167,97.5,98.056,98.333,97.778,78.889,69.444,56.389,97.778,98.056,97.222,97.222,79.722,74.444,63.056,97.778,98.333,98.333,99.444,97.778,98.056,96.944,95,98.056,98.333,98.333,96.944,54.722,40.556,F
37.222,42.778,48.611,55.556,86.667,52.222,39.722,50,53.889,58.611,63.889,85.556,60.278,48.611,69.444,65.833,66.944,72.222,97.778,97.778,93.611,80,74.722,73.056,81.389,95.833,97.5,95.278,81.944,79.722,77.778,82.778,88.611,93.611,94.444,76.667,83.333,83.889,84.444,89.722,91.667,90.278,36.944,77.778,85.556,87.5,96.944,64.722,36.389,G
94.444,98.333,98.611,98.333,98.333,96.667,41.111,97.222,98.333,98.889,98.333,98.889,97.778,94.722,96.944,98.333,98.889,99.444,98.889,98.056,96.667,49.444,96.111,98.333,98.889,98.611,82.778,97.778,41.389,48.889,57.5,64.444,70.556,76.944,94.722,36.667,42.778,49.444,57.5,66.944,76.667,95,31.944,36.389,41.944,49.444,64.444,81.944,95,H
63.056,55,51.111,49.722,46.389,43.056,35,67.222,60.833,56.944,54.722,53.333,51.944,51.111,72.778,74.722,97.778,98.333,96.944,63.611,67.778,81.667,91.667,69.444,61.667,58.056,53.333,43.056,86.667,91.667,65.556,55.556,50.556,43.333,36.944,90,91.111,57.222,48.056,43.611,39.444,33.333,76.667,94.167,48.889,42.222,38.333,34.722,30.278,I
33.889,38.889,47.222,62.222,94.167,42.778,33.889,38.333,46.944,54.444,65,75.278,93.333,40.278,44.167,51.944,61.667,67.778,75.278,81.111,75,51.111,64.722,67.222,71.667,78.333,81.111,91.667,96.944,97.778,96.944,80.833,80,83.333,83.333,94.444,68.889,85.833,88.333,85.278,85.278,86.111,42.5,49.722,92.778,97.5,98.333,87.778,93.056,J
36.111,43.056,54.722,96.389,97.778,96.944,46.944,43.056,88.056,98.056,98.056,98.333,98.333,95.278,94.167,97.778,98.889,98.056,98.889,97.778,96.111,96.389,98.333,97.222,99.444,97.778,98.333,96.389,96.667,98.333,96.944,99.444,97.778,98.056,95.833,97.222,98.333,98.611,98.889,97.778,97.222,59.167,77.778,97.5,98.333,97.778,93.056,44.722,36.111,A
97.5,88.611,86.944,97.5,50.833,37.222,32.5,77.222,80.833,82.778,85.556,95.833,76.944,36.944,66.111,75.556,80.278,83.889,86.111,95.278,44.722,62.778,73.056,79.167,83.333,86.389,94.167,54.444,64.444,74.444,83.611,95.556,98.056,97.5,79.722,88.056,98.056,98.611,98.333,98.333,96.111,51.111,97.778,98.611,98.333,98.333,96.111,43.611,36.944,B
95,85.278,85.278,85.556,77.5,36.944,31.667,78.611,76.944,81.111,84.444,92.778,43.889,36.389,66.389,71.944,78.056,81.944,75.833,49.167,40.833,55,67.222,76.667,89.444,64.167,53.611,43.889,48.056,65.833,85,74.444,65.556,56.944,48.889,37.5,92.222,96.944,80.278,71.944,62.5,53.333,30.278,34.167,46.667,50,53.333,93.889,65.278,C
63.056,58.333,58.611,83.333,97.778,97.5,77.222,75.833,69.722,70.833,97.778,97.778,97.778,94.167,95.833,77.222,77.778,90.833,96.944,97.222,96.111,91.111,82.778,83.056,88.333,94.444,96.944,96.944,44.444,95.833,85.556,90,92.5,94.444,96.667,37.778,77.222,98.056,89.722,92.778,94.722,95,33.056,38.333,56.111,97.222,97.5,95.556,39.444,D
86.389,96.667,98.889,97.5,98.611,96.111,45.278,96.944,97.222,98.333,98.611,97.5,96.667,60.556,96.667,97.5,98.333,97.5,84.167,70,56.667,65.278,88.889,95.833,86.667,78.611,69.722,58.333,92.222,97.778,97.778,97.778,98.611,95.556,62.5,95,97.778,97.5,97.222,96.944,97.5,96.111,66.667,97.222,98.611,97.5,98.889,96.667,64.167,E
40,94.444,98.333,98.889,98.056,98.889,97.5,94.167,98.333,98.333,97.778,98.611,93.611,70.278,97.222,96.944,98.056,98.333,91.944,70,59.722,97.5,97.778,97.222,97.222,76.389,69.722,58.056,96.389,98.056,97.222,93.889,79.167,73.889,61.389,96.944,98.611,98.333,98.333,84.722,90.556,94.167,80,98.056,98.611,98.056,98.056,68.889,38.333,F
41.389,46.944,51.389,57.5,93.333,66.944,45.833,54.444,57.5,60.556,91.389,76.111,64.444,49.722,78.611,71.111,73.333,98.611,96.667,72.778,55.278,83.333,79.722,81.111,88.889,95.278,97.778,92.778,95.556,84.444,85,90,91.389,94.722,95.556,93.056,86.944,87.778,89.167,93.056,93.611,95.556,37.5,95,98.056,91.111,98.056,96.111,43.611,G
94.167,98.333,98.056,97.778,97.5,93.056,33.889,97.222,98.333,98.333,98.889,97.778,96.944,50.833,93.889,97.778,98.889,97.778,76.944,82.5,91.111,45.278,51.944,58.889,63.056,69.167,78.611,89.167,38.889,44.722,51.389,56.944,64.444,89.167,59.444,34.167,39.722,44.722,50.278,59.167,93.889,60.833,30.556,35,38.611,41.667,48.333,93.889,68.056,H
61.111,54.167,51.667,50.833,48.889,48.056,45.278,79.167,97.222,98.333,99.167,98.333,98.333,96.111,83.333,89.444,68.056,65.556,60,54.167,45.278,88.611,88.333,63.889,60,53.611,47.778,39.722,89.444,92.5,60.556,53.889,47.5,43.056,36.389,91.111,93.889,56.389,48.611,42.222,39.167,33.056,46.667,90.833,49.444,41.667,38.056,33.333,30,I
32.222,38.333,43.333,51.389,91.667,90,38.333,36.944,45.278,51.667,60.278,77.5,64.444,45.833,44.722,55.556,61.389,67.778,75,93.333,50.833,95.833,97.5,73.611,73.611,78.056,82.778,93.611,97.222,98.333,97.5,99.444,81.389,84.444,87.222,50,59.167,68.333,95,90.556,86.667,93.611,38.333,46.111,56.667,85.556,96.389,95.556,40.278,J
36.389,45.833,95.833,98.056,98.333,97.778,80,57.778,97.222,98.333,98.889,98.611,98.611,96.944,95.833,97.778,97.778,99.444,97.778,98.333,96.667,96.667,98.333,98.056,97.778,97.778,97.778,93.889,96.667,98.056,98.333,97.778,97.778,97.778,93.889,96.667,98.056,98.056,98.889,97.222,95.556,40.556,77.778,97.5,98.333,97.778,93.056,41.389,32.778,A
97.5,98.333,97.778,95,45,37.222,31.944,72.5,84.722,83.889,87.5,96.667,45.556,36.667,58.333,73.333,82.222,88.056,90.278,93.889,43.611,53.889,82.778,96.111,98.056,98.333,98.056,94.167,46.389,96.389,98.333,97.778,98.889,98.333,92.5,38.611,94.167,98.333,98.333,96.944,97.222,41.667,33.333,40.278,80,96.389,56.944,41.667,33.611,B
46.667,72.5,83.611,97.222,94.444,37.222,31.389,50.278,65.278,75.556,82.5,86.944,92.778,37.222,54.444,66.944,75.833,82.5,93.333,66.111,45,65,96.111,94.722,97.222,81.111,63.611,50.278,97.5,98.333,98.333,98.056,78.889,65,53.889,52.5,55.556,56.667,59.722,93.611,71.667,59.444,36.111,43.056,47.5,50.278,54.722,95.833,80.278,C
56.111,53.611,54.167,57.5,64.167,96.667,93.611,75,66.389,63.889,66.667,97.222,97.222,96.111,92.5,73.056,70.833,75,85.278,91.944,95,62.778,77.778,76.389,80.278,85,88.611,91.389,40.833,95.556,80.833,83.611,83.056,88.889,90.556,36.389,44.722,95,83.889,84.167,87.778,94.722,31.389,35.833,47.5,96.111,80.833,90,64.722,D
33.889,85.833,96.944,96.667,97.222,98.056,90,46.111,95.556,96.944,96.667,98.333,96.944,90,53.611,81.667,98.056,97.778,96.667,97.5,76.944,59.167,95,97.778,97.778,91.944,75.833,59.444,95.833,98.056,96.944,97.778,96.389,93.333,48.056,97.222,96.111,95.833,98.889,96.944,94.167,38.056,97.778,98.611,98.056,98.333,95.278,36.944,30.556,E
